id,grade,subject,weekOf,instructionalWeek,status,sourceSheet,sourceRow,sourceText,reason,supportingDocuments
dcss-fy27-2-literacy-r45,2,Literacy,2027-01-18,21,needs_additional_source_material,SECOND,45,Heggerty week 19 | U4: Sessions 6-10 | U4W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r45,2,Math,2027-01-18,21,needs_additional_source_material,SECOND,45,U3: 2.NR.2.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r45,2,Science,2027-01-18,21,needs_additional_source_material,SECOND,45,U3: S2P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r46,2,Literacy,2027-01-25,22,needs_additional_source_material,SECOND,46,Heggerty week 20 | U4: Sessions 11-15 | U4W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r46,2,Math,2027-01-25,22,needs_additional_source_material,SECOND,46,U3: 2.NR.2.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r46,2,Science,2027-01-25,22,needs_additional_source_material,SECOND,46,U3: S2P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r49,2,Literacy,2027-02-01,23,needs_additional_source_material,SECOND,49,Heggerty week 21 | U4: Sessions 16-20 | U4W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r49,2,Math,2027-02-01,23,needs_additional_source_material,SECOND,49,U3: 2.NR.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r49,2,Science,2027-02-01,23,needs_additional_source_material,SECOND,49,U3: S2P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r50,2,Literacy,2027-02-08,24,needs_additional_source_material,SECOND,50,Heggerty week 22 | U4: Sessions 21-25 | U4W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r50,2,Math,2027-02-08,24,needs_additional_source_material,SECOND,50,U4: 2.MDR.5.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r50,2,Social Studies,2027-02-08,24,needs_additional_source_material,SECOND,50,U4: SS2CG3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r51,2,Literacy,UNRESOLVED,,needs_timing_review,SECOND,51,week 25,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-2-literacy-r52,2,Literacy,2027-02-22,25,needs_additional_source_material,SECOND,52,Heggerty week 23 | U4: Sessions 26-30  | U4W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r52,2,Math,2027-02-22,25,needs_additional_source_material,SECOND,52,U4: 2.MDR.5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r52,2,Social Studies,2027-02-22,25,needs_additional_source_material,SECOND,52,U4: SS2CG3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r55,2,Literacy,2027-03-01,26,needs_additional_source_material,SECOND,55,Heggerty  week 24 | U5: Sessions 1-5 | U5W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r55,2,Math,2027-03-01,26,needs_additional_source_material,SECOND,55,U4: 2.MDR.5.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r55,2,Social Studies,2027-03-01,26,needs_additional_source_material,SECOND,55,U4: SS2CG3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r56,2,Literacy,2027-03-08,27,needs_additional_source_material,SECOND,56,Heggerty week 25 | U5: Sessions 6-10 | U5W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r56,2,Math,2027-03-08,27,needs_additional_source_material,SECOND,56,U4: 2.MDR.5.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r56,2,Social Studies,2027-03-08,27,needs_additional_source_material,SECOND,56,U5: SS2G2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r57,2,Literacy,2027-03-15,28,needs_additional_source_material,SECOND,57,Heggerty week 26 | U5: Sessions 11-15 | U5W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r57,2,Math,2027-03-15,28,needs_additional_source_material,SECOND,57,U4: 2.MDR5.5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r57,2,Social Studies,2027-03-15,28,needs_additional_source_material,SECOND,57,U5: SS2G2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r58,2,Literacy,2027-03-22,29,needs_additional_source_material,SECOND,58,Heggerty week 27 | U5: Sessions 16-20 | U5W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r58,2,Math,2027-03-22,29,needs_additional_source_material,SECOND,58,U4: 2.MDR.5.4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r58,2,Social Studies,2027-03-22,29,needs_additional_source_material,SECOND,58,U5: SS2G2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r59,2,Literacy,2027-03-29,30,needs_additional_source_material,SECOND,59,Heggerty week 28 | U5: Sessions 21-25 | U5W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r59,2,Math,2027-03-29,30,needs_additional_source_material,SECOND,59,REVIEW WEEK,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r59,2,Social Studies,2027-03-29,30,needs_additional_source_material,SECOND,59,U5: SS2G2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r63,2,Literacy,2027-04-12,31,needs_additional_source_material,SECOND,63,Heggerty week 29 | U6: Sessions 1-5 | U6W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r63,2,Math,2027-04-12,31,needs_additional_source_material,SECOND,63,U5: 2.GSR.7.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r63,2,Social Studies,2027-04-12,31,needs_additional_source_material,SECOND,63,U5: SS2G2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r64,2,Literacy,2027-04-19,32,needs_additional_source_material,SECOND,64,Heggerty week 30 | U6: Sessions 6-10 | U6W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r64,2,Math,2027-04-19,32,needs_additional_source_material,SECOND,64,U5:2.GSR.7.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r64,2,Science,2027-04-19,32,needs_additional_source_material,SECOND,64,U4: S2E3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r65,2,Literacy,2027-04-26,33,needs_additional_source_material,SECOND,65,Heggerty week 31* | U6: Sessions 11-15 | U6W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r65,2,Math,2027-04-26,33,needs_additional_source_material,SECOND,65,U5: 2.GSR.7.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-science-r65,2,Science,2027-04-26,33,needs_additional_source_material,SECOND,65,U4: S2E3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r68,2,Literacy,2027-05-03,34,needs_additional_source_material,SECOND,68,Heggerty week 32* | U6: Sessions 16-20 | U6W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r68,2,Math,2027-05-03,34,needs_additional_source_material,SECOND,68,U5: 2.NR.3.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r68,2,Social Studies,2027-05-03,34,needs_additional_source_material,SECOND,68,U6: SS2H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r69,2,Literacy,2027-05-10,35,needs_additional_source_material,SECOND,69,Heggerty week 33* | U6: Sessions 21-25 | U6W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r69,2,Math,2027-05-10,35,needs_additional_source_material,SECOND,69,U5: 2.NR.3.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r69,2,Social Studies,2027-05-10,35,needs_additional_source_material,SECOND,69,U6: SS2H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-literacy-r70,2,Literacy,2027-05-17,36,needs_additional_source_material,SECOND,70,Culminating Activites | U6: Sessions 26-28 | U6W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-math-r70,2,Math,2027-05-17,36,needs_additional_source_material,SECOND,70,Review,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-2-social-studies-r70,2,Social Studies,2027-05-17,36,needs_additional_source_material,SECOND,70,U6: SS2H2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r10,3,Literacy,2026-08-03,1,needs_additional_source_material,THIRD,10,"U1: Sessions 1-2 | Writing Boot Camp, Unit 1 Week 1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r10,3,Math,2026-08-03,1,needs_additional_source_material,THIRD,10,Lesson 0 ,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r10,3,Science,2026-08-03,1,needs_additional_source_material,THIRD,10,Pre-Planning / First Day,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r11,3,Literacy,2026-08-10,2,needs_additional_source_material,THIRD,11,U1: Sessions 3-7 | U1W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r11,3,Math,2026-08-10,2,partially_supported,THIRD,11,U1: 3.NR.1.3,The cited skill supports generated drafts; other references still need source detail or review.,3rd Math Pacing Support
dcss-fy27-3-science-r11,3,Science,2026-08-10,2,partially_supported,THIRD,11,U1: S3E1a,The cited skill supports generated drafts; other references still need source detail or review.,3rd Science Pacing Support
dcss-fy27-3-literacy-r12,3,Literacy,2026-08-17,3,needs_additional_source_material,THIRD,12,U1: Sessions 8-12 | U1W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r12,3,Math,2026-08-17,3,partially_supported,THIRD,12,U1: 3.NR.1.1,The cited skill supports generated drafts; other references still need source detail or review.,3rd Math Pacing Support
dcss-fy27-3-science-r12,3,Science,2026-08-17,3,needs_additional_source_material,THIRD,12,U1: S3E1a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r12,3,Social Studies,2026-08-17,3,needs_additional_source_material,THIRD,12,"SS3G1, SS3G1a. SS3G1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r13,3,Literacy,2026-08-24,4,partially_supported,THIRD,13,U1: Sessions 13-18 | U1W4,The cited skill supports generated drafts; other references still need source detail or review.,3rd ELA Pacing Support
dcss-fy27-3-math-r13,3,Math,2026-08-24,4,partially_supported,THIRD,13,U1: 3.PAR.2.1,The cited skill supports generated drafts; other references still need source detail or review.,3rd Math Pacing Support
dcss-fy27-3-science-r13,3,Science,2026-08-24,4,needs_additional_source_material,THIRD,13,U1: S3E1a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r13,3,Social Studies,2026-08-24,4,needs_additional_source_material,THIRD,13,"SS3G1, SS3G1a. SS3G1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r16,3,Literacy,2026-08-31,5,needs_additional_source_material,THIRD,16,U1: Sessions 19-24 | U1W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r16,3,Math,2026-08-31,5,needs_additional_source_material,THIRD,16,U1: 3.NR.1.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r16,3,Science,2026-08-31,5,needs_additional_source_material,THIRD,16,U1: S3E1a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r16,3,Social Studies,2026-08-31,5,partially_supported,THIRD,16,"SS3G1, SS3G1a. SS3G1b",The cited skill supports generated drafts; other references still need source detail or review.,3rd Social Studies Pacing Support
dcss-fy27-3-literacy-r17,3,Literacy,2026-09-07,6,partially_supported,THIRD,17,U1: Sessions 25-28 | U1W6,The cited skill supports generated drafts; other references still need source detail or review.,3rd ELA Pacing Support
dcss-fy27-3-math-r17,3,Math,2026-09-07,6,needs_additional_source_material,THIRD,17,★ UA-1 | U2: 3.PAR.3.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r17,3,Science,2026-09-07,6,needs_additional_source_material,THIRD,17,U1: S3E1a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r17,3,Social Studies,2026-09-07,6,needs_additional_source_material,THIRD,17,"H1, G3a, E1a, E1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r18,3,Literacy,2026-09-14,7,needs_additional_source_material,THIRD,18,"U1: Sessions 29/30, U2: Sessions 1-4 | U2W1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r18,3,Math,2026-09-14,7,needs_additional_source_material,THIRD,18,U2: 3.PAR.3.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r18,3,Science,2026-09-14,7,needs_additional_source_material,THIRD,18,U1: S3E1a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r18,3,Social Studies,2026-09-14,7,needs_additional_source_material,THIRD,18,"H1, G3a, E1a, E1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r19,3,Literacy,2026-09-21,8,needs_additional_source_material,THIRD,19,U2: Sessions 5-10 | U2W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r19,3,Math,2026-09-21,8,needs_additional_source_material,THIRD,19,U2: 3.PAR.3.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r19,3,Science,2026-09-21,8,needs_additional_source_material,THIRD,19,U1: S3E1a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r19,3,Social Studies,2026-09-21,8,needs_additional_source_material,THIRD,19,"H1, G3a, E1a, E1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r20,3,Literacy,2026-09-28,9,needs_additional_source_material,THIRD,20,U2: Sessions 11-16 | U2W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r20,3,Math,2026-09-28,9,needs_additional_source_material,THIRD,20,U2: 3.PAR.3.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r20,3,Science,2026-09-28,9,needs_additional_source_material,THIRD,20,U1: S3L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r20,3,Social Studies,2026-09-28,9,needs_additional_source_material,THIRD,20,"H1, G3a, E1a, E1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r23,3,Literacy,2026-10-05,10,needs_additional_source_material,THIRD,23,U2: Sessions 17-21 | U2W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r23,3,Math,2026-10-05,10,needs_additional_source_material,THIRD,23,U2: 3.PAR.3.2 ★ MUC-2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r23,3,Science,2026-10-05,10,needs_additional_source_material,THIRD,23,U1: S3E1a,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r23,3,Social Studies,2026-10-05,10,needs_additional_source_material,THIRD,23,"H1, G3a, E1a, E1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r24,3,Math,UNRESOLVED,,needs_timing_review,THIRD,24,U2: 3.PAR.3.3,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-3-science-r24,3,Science,UNRESOLVED,,needs_timing_review,THIRD,24,U1: S3E2,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-3-social-studies-r24,3,Social Studies,UNRESOLVED,,needs_timing_review,THIRD,24,"H1, G3a, E1a, E1b",Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-3-literacy-r25,3,Literacy,2026-10-19,11,needs_additional_source_material,THIRD,25,U2: Sessions 22-27 | U2W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r25,3,Math,2026-10-19,11,needs_additional_source_material,THIRD,25,U2: 3.PAR.3.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r25,3,Science,2026-10-19,11,needs_additional_source_material,THIRD,25,U1: S3E2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r25,3,Social Studies,2026-10-19,11,needs_additional_source_material,THIRD,25,"H1, G3a, E1a, E1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r26,3,Literacy,2026-10-26,12,needs_additional_source_material,THIRD,26,"U2: Sessions 28-30, U3 Sessions 1-2 | U2W6","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r26,3,Math,2026-10-26,12,needs_additional_source_material,THIRD,26,U2: 3.PAR.3.6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r26,3,Science,2026-10-26,12,needs_additional_source_material,THIRD,26,U1: S3E2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r26,3,Social Studies,2026-10-26,12,needs_additional_source_material,THIRD,26,"H1, G3a, E1a, E1b","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r29,3,Literacy,2026-11-02,13,needs_additional_source_material,THIRD,29,U3: Sessions 3-5 | U3W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r29,3,Math,2026-11-02,13,needs_additional_source_material,THIRD,29,U2: 3.PAR.3.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r29,3,Science,2026-11-02,13,needs_additional_source_material,THIRD,29,U1: S3E2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r29,3,Social Studies,2026-11-02,13,needs_additional_source_material,THIRD,29,"H2, G3b, E1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r30,3,Literacy,2026-11-09,14,needs_additional_source_material,THIRD,30,U3: Sessions 6-10 | U3W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r30,3,Math,2026-11-09,14,needs_additional_source_material,THIRD,30,U2: 3.PAR.3.1 ★ UA-2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r30,3,Science,2026-11-09,14,needs_additional_source_material,THIRD,30,U1: S3E2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r30,3,Social Studies,2026-11-09,14,needs_additional_source_material,THIRD,30,"H2, G3b, E1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r31,3,Literacy,2026-11-16,15,needs_additional_source_material,THIRD,31,U3: Sessions 11-14 | U3W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r31,3,Math,2026-11-16,15,needs_additional_source_material,THIRD,31,U3: 3.GSR.7.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r31,3,Science,2026-11-16,15,needs_additional_source_material,THIRD,31,U1: S3E2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r31,3,Social Studies,2026-11-16,15,needs_additional_source_material,THIRD,31,"H2, G3b, E1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r35,3,Literacy,2026-11-30,16,needs_additional_source_material,THIRD,35,U3: Sessions 15-20 | U3W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r35,3,Math,2026-11-30,16,needs_additional_source_material,THIRD,35,U3: 3.GSR.7.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r35,3,Science,2026-11-30,16,needs_additional_source_material,THIRD,35,U2: S3L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r35,3,Social Studies,2026-11-30,16,needs_additional_source_material,THIRD,35,"H2, G3b, E1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r36,3,Literacy,2026-12-07,17,needs_additional_source_material,THIRD,36,U3: Sessions 21-24 | U3W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r36,3,Math,2026-12-07,17,needs_additional_source_material,THIRD,36,U3: 3.GSR.8.1 ★ MUC-3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r36,3,Science,2026-12-07,17,needs_additional_source_material,THIRD,36,U2: S3L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r36,3,Social Studies,2026-12-07,17,needs_additional_source_material,THIRD,36,"H2, G3b, E1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r37,3,Literacy,2026-12-14,18,needs_additional_source_material,THIRD,37,U3: Sessions 25-30 | U3W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r37,3,Math,2026-12-14,18,needs_additional_source_material,THIRD,37,U3: 3.PAR.3.6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r37,3,Science,2026-12-14,18,needs_additional_source_material,THIRD,37,U2: S3L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r37,3,Social Studies,2026-12-14,18,needs_additional_source_material,THIRD,37,"H2, G3b, E1","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r43,3,Literacy,2027-01-04,19,needs_additional_source_material,THIRD,43,U4: Sessions 1-4 | U4W1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r43,3,Math,2027-01-04,19,needs_additional_source_material,THIRD,43,U3: 3.NR.1.2 ★ UA-3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r43,3,Science,2027-01-04,19,needs_additional_source_material,THIRD,43,U2: S3L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r43,3,Social Studies,2027-01-04,19,needs_additional_source_material,THIRD,43,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r44,3,Literacy,2027-01-11,20,needs_additional_source_material,THIRD,44,U4: Sessions 5-10 | U4W2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r44,3,Math,2027-01-11,20,needs_additional_source_material,THIRD,44,U4: 3.NR.4.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r44,3,Science,2027-01-11,20,needs_additional_source_material,THIRD,44,U2: S3L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r44,3,Social Studies,2027-01-11,20,needs_additional_source_material,THIRD,44,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r45,3,Literacy,2027-01-18,21,needs_additional_source_material,THIRD,45,U4: Sessions 11-14 | U4W3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r45,3,Math,2027-01-18,21,needs_additional_source_material,THIRD,45,U4: 3.NR.4.1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r45,3,Science,2027-01-18,21,needs_additional_source_material,THIRD,45,U2: S3L1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r45,3,Social Studies,2027-01-18,21,needs_additional_source_material,THIRD,45,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r46,3,Literacy,2027-01-25,22,needs_additional_source_material,THIRD,46,U4: Sessions 15-20 | U4W4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r46,3,Math,2027-01-25,22,needs_additional_source_material,THIRD,46,U4: 3.NR.4.3 ★ MUC-4,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r46,3,Science,2027-01-25,22,needs_additional_source_material,THIRD,46,U2: S3P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r46,3,Social Studies,2027-01-25,22,needs_additional_source_material,THIRD,46,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r47,3,Literacy,UNRESOLVED,,needs_timing_review,THIRD,47,U4W5,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-3-literacy-r49,3,Literacy,2027-02-01,23,needs_additional_source_material,THIRD,49,U4: Sessions 21-26 | U4W5,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r49,3,Math,2027-02-01,23,needs_additional_source_material,THIRD,49,U4: 3.NR.4.3,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r49,3,Science,2027-02-01,23,needs_additional_source_material,THIRD,49,U2: S3P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r49,3,Social Studies,2027-02-01,23,needs_additional_source_material,THIRD,49,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-literacy-r50,3,Literacy,2027-02-08,24,needs_additional_source_material,THIRD,50,U4: Sessions 27-30 | U4W6,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r50,3,Math,2027-02-08,24,needs_additional_source_material,THIRD,50,U4: 3.NR.4.2,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-science-r50,3,Science,2027-02-08,24,needs_additional_source_material,THIRD,50,U2: S3P1,"Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-social-studies-r50,3,Social Studies,2027-02-08,24,needs_additional_source_material,THIRD,50,"H3, G3c, E1, E3","Only codes, program references, topic labels or activities; no fully grounded question set yet.",
dcss-fy27-3-math-r51,3,Math,UNRESOLVED,,needs_timing_review,THIRD,51,U4: 3.MDR.5.1 ★ UA-4,Source row has content but no Week of date. Not assigned to an adjacent week.,
dcss-fy27-3-science-r51,3,Science,UNRESOLVED,,needs_timing_review,THIRD,51,U2: S3P1,Source row has content but no Week of date. Not assigned to an adjacent week.,
